step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
241,9090,482,0.06586008287966251,0.5,0.5,0.04005952749401331,1.0,1.0,,,,,,
242,9140,484,0.05523827446003756,0.5,0.5,,,,,,,,,
243,9190,486,0.08283660531044007,0.0,0.0,,,,,,,,,
244,9256,488,0.042179449126124376,0.5,0.5,,,,,,,,,
245,9290,490,0.07314464677125215,0.5,0.5,,,,,,,,,
246,9324,492,0.0742697175592184,0.5,0.5,,,,,,,,,
247,9358,494,0.055792820192873474,1.0,1.0,,,,,,,,,
248,9392,496,0.0713865702971816,0.5,0.5,,,,,,,,,
249,9426,498,0.06801945995539427,1.0,1.0,0.04882964293162029,0.5,0.5,,,,,,
250,9460,500,0.062156150005757804,1.0,1.0,,,,,,,,,
251,9494,502,0.07711068529635667,0.5,0.5,,,,,,,,,
252,9544,504,0.05346244507779679,1.0,1.0,,,,,,,,,
253,9594,506,0.03562491805603107,1.0,1.0,,,,,,,,,
254,9628,508,0.06998617697507142,0.0,0.0,,,,,,,,,
255,9694,510,0.042389728408306834,0.5,0.5,,,,,,,,,
256,9744,512,0.05512088485062123,0.5,0.5,,,,,,,,,
257,9794,514,0.06721053833762805,0.5,0.5,0.0592212438583374,0.5,0.5,,,,,,
258,9828,516,0.055057907467708,1.0,1.0,,,,,,,,,
259,9878,518,0.0387312808757027,1.0,1.0,,,,,,,,,
260,9912,520,0.054968304019421335,0.5,0.5,,,,,,,,,
261,9946,522,0.08392311498522759,0.5,0.5,,,,,,,,,
262,9980,524,0.0970599165186286,0.5,0.5,,,,,,,,,
263,9998,526,0.18657621078193187,0.0,0.0,,,,,,,,,
264,10048,528,0.06759502405921618,0.0,0.0,,,,,,,,,
265,10098,530,0.040802551920836164,0.5,0.5,0.09737423112615942,0.0,0.0,,,,,,
266,10132,532,0.08055856384336949,0.0,0.0,,,,,,,,,
267,10166,534,0.04393654808402062,1.0,1.0,,,,,,,,,
268,10216,536,0.06645359630386034,0.5,0.5,,,,,,,,,
269,10250,538,0.03790786780416966,1.0,1.0,,,,,,,,,
270,10284,540,0.07584798708558083,0.5,0.5,,,,,,,,,
271,10318,542,0.04887297451496125,1.0,1.0,,,,,,,,,
272,10352,544,0.05557300725951791,0.5,0.5,,,,,,,,,
273,10402,546,0.053320516894261046,0.5,0.5,0.052452522702515124,1.0,1.0,,,,,,
274,10436,548,0.06848844133317471,0.5,0.5,,,,,,,,,
275,10454,550,0.06709983911365269,1.0,1.0,,,,,,,,,
276,10488,552,0.06898706831037998,0.5,0.5,,,,,,,,,
277,10522,554,0.0744055885542184,0.5,0.5,,,,,,,,,
